"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","stimulus","question_order","success","word","task","new_stim","input","stimuli","item","correct_response","testing_condition","correct","target","confound","name","view_history"
"2182","{""ID"":""69c6a36442f19e441d78eb77""}","survey-html-form","0","2184","0.0-0.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","","","","","","","","","","","","","","","",""
"18163"," ","html-keyboard-response","1","20348","0.0-1.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 30px;"">Before beginning, we ask that you read the consent information and confirm your agreement to participate in the experiment.</p>
      <p style=""font-size: 30px;""> We ask that you remember that this is a research project and that your participation is entirely voluntary. You can stop your participation at any time, without needing to provide any explanation. The study we're asking you to participate in aims at examining how readers process written words. You will be engaged in a session of apprximately 25-30 minutes, followed by a brief questionnaire. You will have the opportunity to take a few breaks during the experiment. You will be paid £4 for your participation, corresponding to a rate of £8/hour. While this experiment looks at cognitive faculties, this experiment doesn't constitute clinical proof of eventual pathologies.</p>
      <p style=""font-size: 30px;"">All of the information collected thanks to yours and others' participation will be held in a secure password-protected server, and will not be shared with anyone not authorised to view it. Your personal information will be kept with an arbitrary participant ID. Thanks to this data anonymity process, any researcher analysing the data won't be able to track the information back to a specific participant. Therefore, this process will make identifying you impossibile, even when results from the study will be published in scientific reviews, presented at congresses, or at any other public forum. More generally, the collected data will be treated in accordance with the laws on privacy and conformity to the Legislative Degree n. 196 ""Code regarding the protection of personal data"" of the 30th of June 2003 and to the European Regulation 2016/670 (General Data Protection Regulation - GDPR). The Data Protection Officer is Avv. Valentina Carollo, who can be contacted at the following email addresses: <a href=""mailto:dpo@sissa.it"">dpo@sissa.it</a> or <a href=""mailto:rpd@sissa.it"">rpd@sissa.it</a> - PEC: <a href=""mailto:protocollo@pec.sissa.it"">protocollo@pec.sissa.it</a>.</p>
      <p style=""font-size: 30px;""> Before expressing your consent to participate, we would like to remind you again that in case you need explanations on any aspect of the experimental procedure, the researcher is at your disposition (<a href=""mailto:aliebelt@sissa.it"">aliebelt@sissa.it</a>, <a href=""mailto:davide.crepaldi@sissa.it"">davide.crepaldi@sissa.it</a>). Please feel free to contact the researcher through the Messaging feature on Prolific if you have any questions or issues.</p>
      <p style=""font-size: 30px;"">If you would like to download the informed consent form, you can do so here: <a href=""BASL-Informed_Consent.pdf"" download>informed consent form</a>.</p>
      <p style=""font-size: 30px;"">We ask that you press the spacebar to proceed to the consent section.</p>","","","","","","","","","","","","","","",""
"20172","{""consent1"":""YES"",""consent2"":""YES"",""consent3"":""YES"",""consent4"":""YES"",""consent5"":""YES"",""consent6"":""YES""}","survey-html-form","2","40522","0.0-2.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","","","","","","","","","","","","","","","",""
"11342","{""Languages"":[""Dutch"",""English""]}","survey-multi-select","3","51892","0.0-3.0-0.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","","[0]","","","","","","","","","","","","","",""
"2306","","fullscreen","4","55201","0.0-4.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","","","true","","","","","","","","","","","","",""
"1837"," ","html-keyboard-response","5","57039","0.0-5.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 30px"">Welcome, and thank you very much for your time!</p>
      <p style=""font-size: 30px"">In this experiment, you'll be a language expert who's been asked to take a look at words that Earth has received in its first communication with aliens. Your task, in this first part of the experiment, is to pay close attention to the words you'll be shown; later, world leaders will ask you questions on what you saw. The words will be shown to you quite quickly; it seems that the aliens were in a hurry :-)</p>
      <p style=""font-size: 30px"">Press the spacebar to continue.<p>","","","","","","","","","","","","","","",""
"null","null","html-keyboard-response","6","57051","0.0-6.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 1px; font-family: FragmentMono""> x </p>","","","","","","","","","","","","","","",""
"3888"," ","html-keyboard-response","7","60939","0.0-7.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 30px"">You're a language expert who's been asked to look at some messages that Earth has received from space. From previous communications, we know some pieces of the words these aliens use. In this first part, we'll ask you to spell out 30 word parts, which will help you understand the messages we've received!</p>
      <p style=""font-size: 30px"">Please press the spacebar when you're ready.</p>","","","","","","","","","","","","","","",""
"5218","20","html-button-response","8","66160","0.0-8.0-0.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">UYL</p><p style=""font-size: 50px;font-family:FragmentMono""><p style=""font-size: 50px;color:#808080"">i</p>","","","UYL","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">UYL</p><p style=""font-size: 50px;font-family:FragmentMono"">U","U","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UYL"",""word"":""UYL"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UYZY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UYZY"",""word"":""UYZY"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DJN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DJN"",""word"":""DJN"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VPKWH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VPKWH"",""word"":""VPKWH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PNLM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PNLM"",""word"":""PNLM"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VMIX</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VMIX"",""word"":""VMIX"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LSZGA</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LSZGA"",""word"":""LSZGA"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SEWIY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SEWIY"",""word"":""SEWIY"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">IBDLL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">IBDLL"",""word"":""IBDLL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GBMY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GBMY"",""word"":""GBMY"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TWYN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TWYN"",""word"":""TWYN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SXD</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SXD"",""word"":""SXD"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KFVH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KFVH"",""word"":""KFVH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DOFTB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DOFTB"",""word"":""DOFTB"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WOFH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WOFH"",""word"":""WOFH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OXVJL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OXVJL"",""word"":""OXVJL"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZFGC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZFGC"",""word"":""ZFGC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DGI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DGI"",""word"":""DGI"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">MJWM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">MJWM"",""word"":""MJWM"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GRYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GRYL"",""word"":""GRYL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SLHUO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SLHUO"",""word"":""SLHUO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZUKXO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZUKXO"",""word"":""ZUKXO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EYX</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EYX"",""word"":""EYX"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CQMO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CQMO"",""word"":""CQMO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DERNV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DERNV"",""word"":""DERNV"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">MEOFI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">MEOFI"",""word"":""MEOFI"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RKXAH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RKXAH"",""word"":""RKXAH"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GUVR</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GUVR"",""word"":""GUVR"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">JNO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">JNO"",""word"":""JNO"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KQW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KQW"",""word"":""KQW"",""length"":203}]","","","","","","","",""
"1783","24","html-button-response","9","67944","0.0-8.0-1.0-0.0","69c6a36442f19e441d78eb77","698af3c7ed46e59b23a73289","69cfbf43256b0b71c4795e98","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">UYL</p><p style=""font-size: 50px;font-family:FragmentMono"">U","","","UYL","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">UYL</p><p style=""font-size: 50px;font-family:FragmentMono"">UY","UY","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UYL"",""word"":""UYL"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UYZY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UYZY"",""word"":""UYZY"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DJN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DJN"",""word"":""DJN"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VPKWH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VPKWH"",""word"":""VPKWH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PNLM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PNLM"",""word"":""PNLM"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VMIX</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VMIX"",""word"":""VMIX"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LSZGA</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LSZGA"",""word"":""LSZGA"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SEWIY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SEWIY"",""word"":""SEWIY"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">IBDLL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">IBDLL"",""word"":""IBDLL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GBMY</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GBMY"",""word"":""GBMY"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TWYN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TWYN"",""word"":""TWYN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SXD</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SXD"",""word"":""SXD"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KFVH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KFVH"",""word"":""KFVH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DOFTB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DOFTB"",""word"":""DOFTB"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WOFH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WOFH"",""word"":""WOFH"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OXVJL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OXVJL"",""word"":""OXVJL"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZFGC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZFGC"",""word"":""ZFGC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DGI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DGI"",""word"":""DGI"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">MJWM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">MJWM"",""word"":""MJWM"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GRYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GRYL"",""word"":""GRYL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SLHUO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SLHUO"",""word"":""SLHUO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZUKXO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZUKXO"",""word"":""ZUKXO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EYX</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EYX"",""word"":""EYX"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CQMO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CQMO"",""word"":""CQMO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DERNV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DERNV"",""word"":""DERNV"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">MEOFI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">MEOFI"",""word"":""MEOFI"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RKXAH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RKXAH"",""word"":""RKXAH"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GUVR</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GUVR"",""word"":""GUVR"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">JNO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">JNO"",""word"":""JNO"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KQW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KQW"",""word"":""KQW"",""length"":203}]","","","","","","","",""
