"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","stimulus","question_order","success","word","task","new_stim","input","stimuli","item","correct_response","testing_condition","correct","target","confound","name","view_history"
"3385","{""ID"":""698a375fdb636f8b25ee8330""}","survey-html-form","0","3386","0.0-0.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","","","","","","","","","","","","","","","",""
"1298"," ","html-keyboard-response","1","4685","0.0-1.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 30px;"">Before beginning, we ask that you read the consent information and confirm your agreement to participate in the experiment.</p>
      <p style=""font-size: 30px;""> We ask that you remember that this is a research project and that your participation is entirely voluntary. You can stop your participation at any time, without needing to provide any explanation. The study we're asking you to participate in aims at examining how readers process written words. You will be engaged in a session of apprximately 25-30 minutes, followed by a brief questionnaire. You will have the opportunity to take a few breaks during the experiment. You will be paid £4 for your participation, corresponding to a rate of £8/hour. While this experiment looks at cognitive faculties, this experiment doesn't constitute clinical proof of eventual pathologies.</p>
      <p style=""font-size: 30px;"">All of the information collected thanks to yours and others' participation will be held in a secure password-protected server, and will not be shared with anyone not authorised to view it. Your personal information will be kept with an arbitrary participant ID. Thanks to this data anonymity process, any researcher analysing the data won't be able to track the information back to a specific participant. Therefore, this process will make identifying you impossibile, even when results from the study will be published in scientific reviews, presented at congresses, or at any other public forum. More generally, the collected data will be treated in accordance with the laws on privacy and conformity to the Legislative Degree n. 196 ""Code regarding the protection of personal data"" of the 30th of June 2003 and to the European Regulation 2016/670 (General Data Protection Regulation - GDPR). The Data Protection Officer is Avv. Valentina Carollo, who can be contacted at the following email addresses: <a href=""mailto:dpo@sissa.it"">dpo@sissa.it</a> or <a href=""mailto:rpd@sissa.it"">rpd@sissa.it</a> - PEC: <a href=""mailto:protocollo@pec.sissa.it"">protocollo@pec.sissa.it</a>.</p>
      <p style=""font-size: 30px;""> Before expressing your consent to participate, we would like to remind you again that in case you need explanations on any aspect of the experimental procedure, the researcher is at your disposition (<a href=""mailto:aliebelt@sissa.it"">aliebelt@sissa.it</a>, <a href=""mailto:davide.crepaldi@sissa.it"">davide.crepaldi@sissa.it</a>). Please feel free to contact the researcher through the Messaging feature on Prolific if you have any questions or issues.</p>
      <p style=""font-size: 30px;"">If you would like to download the informed consent form, you can do so here: <a href=""BASL-Informed_Consent.pdf"" download>informed consent form</a>.</p>
      <p style=""font-size: 30px;"">We ask that you press the spacebar to proceed to the consent section.</p>","","","","","","","","","","","","","","",""
"3941","{""consent1"":""YES"",""consent2"":""YES"",""consent3"":""YES"",""consent4"":""YES"",""consent5"":""YES"",""consent6"":""YES""}","survey-html-form","2","8627","0.0-2.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","","","","","","","","","","","","","","","",""
"6519","{""Languages"":[""English""]}","survey-multi-select","3","15175","0.0-3.0-0.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","","[0]","","","","","","","","","","","","","",""
"2458","","fullscreen","4","18640","0.0-4.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","","","true","","","","","","","","","","","","",""
"43289"," ","html-keyboard-response","5","61930","0.0-5.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 30px"">Welcome, and thank you very much for your time!</p>
      <p style=""font-size: 30px"">In this experiment, you'll be a language expert who's been asked to take a look at words that Earth has received in its first communication with aliens. Your task, in this first part of the experiment, is to pay close attention to the words you'll be shown; later, world leaders will ask you questions on what you saw. The words will be shown to you quite quickly; it seems that the aliens were in a hurry :-)</p>
      <p style=""font-size: 30px"">Press the spacebar to continue.<p>","","","","","","","","","","","","","","",""
"null","null","html-keyboard-response","6","61932","0.0-6.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 1px; font-family: FragmentMono""> x </p>","","","","","","","","","","","","","","",""
"13332"," ","html-keyboard-response","7","75265","0.0-7.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 30px"">You're a language expert who's been asked to look at some messages that Earth has received from space. From previous communications, we know some pieces of the words these aliens use. In this first part, we'll ask you to spell out 30 word parts, which will help you understand the messages we've received!</p>
      <p style=""font-size: 30px"">Please press the spacebar when you're ready.</p>","","","","","","","","","","","","","","",""
"6132","3","html-button-response","8","81398","0.0-8.0-0.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">DJN</p><p style=""font-size: 50px;font-family:FragmentMono""><p style=""font-size: 50px;color:#808080"">i</p>","","","DJN","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">DJN</p><p style=""font-size: 50px;font-family:FragmentMono"">D","D","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DJN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DJN"",""word"":""DJN"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EDK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EDK"",""word"":""EDK"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">AEBW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">AEBW"",""word"":""AEBW"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RXWK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RXWK"",""word"":""RXWK"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SYJEO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SYJEO"",""word"":""SYJEO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ELG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ELG"",""word"":""ELG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">JBNI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">JBNI"",""word"":""JBNI"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LXG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LXG"",""word"":""LXG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CAMU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CAMU"",""word"":""CAMU"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XRJW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XRJW"",""word"":""XRJW"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">IMJRF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">IMJRF"",""word"":""IMJRF"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RKSF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RKSF"",""word"":""RKSF"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XMYC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XMYC"",""word"":""XMYC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PJPTI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PJPTI"",""word"":""PJPTI"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XFSV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XFSV"",""word"":""XFSV"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WLXCM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WLXCM"",""word"":""WLXCM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZBTF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZBTF"",""word"":""ZBTF"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XUDJM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XUDJM"",""word"":""XUDJM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SXD</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SXD"",""word"":""SXD"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UGYK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UGYK"",""word"":""UGYK"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FQSI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FQSI"",""word"":""FQSI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OSQL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OSQL"",""word"":""OSQL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EZUR</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EZUR"",""word"":""EZUR"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NOQI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NOQI"",""word"":""NOQI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WPBQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WPBQ"",""word"":""WPBQ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">AFVRF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">AFVRF"",""word"":""AFVRF"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GRYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GRYL"",""word"":""GRYL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SQBU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SQBU"",""word"":""SQBU"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NJLI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NJLI"",""word"":""NJLI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NRPO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NRPO"",""word"":""NRPO"",""length"":204}]","","","","","","","",""
"900","8","html-button-response","9","82300","0.0-8.0-1.0-0.0","698a375fdb636f8b25ee8330","698af3c7ed46e59b23a73289","69cfbffa4e1f8e587d7f110d","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">DJN</p><p style=""font-size: 50px;font-family:FragmentMono"">D","","","DJN","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">DJN</p><p style=""font-size: 50px;font-family:FragmentMono"">DJ","DJ","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">DJN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">DJN"",""word"":""DJN"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EDK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EDK"",""word"":""EDK"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">AEBW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">AEBW"",""word"":""AEBW"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RXWK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RXWK"",""word"":""RXWK"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SYJEO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SYJEO"",""word"":""SYJEO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ELG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ELG"",""word"":""ELG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">JBNI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">JBNI"",""word"":""JBNI"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LXG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LXG"",""word"":""LXG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CAMU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CAMU"",""word"":""CAMU"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XRJW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XRJW"",""word"":""XRJW"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">IMJRF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">IMJRF"",""word"":""IMJRF"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RKSF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RKSF"",""word"":""RKSF"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XMYC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XMYC"",""word"":""XMYC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PJPTI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PJPTI"",""word"":""PJPTI"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XFSV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XFSV"",""word"":""XFSV"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WLXCM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WLXCM"",""word"":""WLXCM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZBTF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZBTF"",""word"":""ZBTF"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XUDJM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XUDJM"",""word"":""XUDJM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SXD</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SXD"",""word"":""SXD"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">UGYK</p><p style=\""font-size: 50px;font-family:FragmentMono\"">UGYK"",""word"":""UGYK"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FQSI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FQSI"",""word"":""FQSI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OSQL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OSQL"",""word"":""OSQL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">EZUR</p><p style=\""font-size: 50px;font-family:FragmentMono\"">EZUR"",""word"":""EZUR"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NOQI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NOQI"",""word"":""NOQI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WPBQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WPBQ"",""word"":""WPBQ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">AFVRF</p><p style=\""font-size: 50px;font-family:FragmentMono\"">AFVRF"",""word"":""AFVRF"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GRYL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GRYL"",""word"":""GRYL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SQBU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SQBU"",""word"":""SQBU"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NJLI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NJLI"",""word"":""NJLI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NRPO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NRPO"",""word"":""NRPO"",""length"":204}]","","","","","","","",""
