"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","stimulus","question_order","success","word","task","new_stim","input","stimuli","item","correct_response","testing_condition","correct","target","confound","name","view_history"
"19131","{""ID"":""672a315f5ffd0405912274c1""}","survey-html-form","0","19137","0.0-0.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","","","","","","","","","","","","","","","",""
"12307"," ","html-keyboard-response","1","31448","0.0-1.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 30px;"">Before beginning, we ask that you read the consent information and confirm your agreement to participate in the experiment.</p>
      <p style=""font-size: 30px;""> We ask that you remember that this is a research project and that your participation is entirely voluntary. You can stop your participation at any time, without needing to provide any explanation. The study we're asking you to participate in aims at examining how readers process written words. You will be engaged in a session of apprximately 25-30 minutes, followed by a brief questionnaire. You will have the opportunity to take a few breaks during the experiment. You will be paid £4 for your participation, corresponding to a rate of £8/hour. While this experiment looks at cognitive faculties, this experiment doesn't constitute clinical proof of eventual pathologies.</p>
      <p style=""font-size: 30px;"">All of the information collected thanks to yours and others' participation will be held in a secure password-protected server, and will not be shared with anyone not authorised to view it. Your personal information will be kept with an arbitrary participant ID. Thanks to this data anonymity process, any researcher analysing the data won't be able to track the information back to a specific participant. Therefore, this process will make identifying you impossibile, even when results from the study will be published in scientific reviews, presented at congresses, or at any other public forum. More generally, the collected data will be treated in accordance with the laws on privacy and conformity to the Legislative Degree n. 196 ""Code regarding the protection of personal data"" of the 30th of June 2003 and to the European Regulation 2016/670 (General Data Protection Regulation - GDPR). The Data Protection Officer is Avv. Valentina Carollo, who can be contacted at the following email addresses: <a href=""mailto:dpo@sissa.it"">dpo@sissa.it</a> or <a href=""mailto:rpd@sissa.it"">rpd@sissa.it</a> - PEC: <a href=""mailto:protocollo@pec.sissa.it"">protocollo@pec.sissa.it</a>.</p>
      <p style=""font-size: 30px;""> Before expressing your consent to participate, we would like to remind you again that in case you need explanations on any aspect of the experimental procedure, the researcher is at your disposition (<a href=""mailto:aliebelt@sissa.it"">aliebelt@sissa.it</a>, <a href=""mailto:davide.crepaldi@sissa.it"">davide.crepaldi@sissa.it</a>). Please feel free to contact the researcher through the Messaging feature on Prolific if you have any questions or issues.</p>
      <p style=""font-size: 30px;"">If you would like to download the informed consent form, you can do so here: <a href=""BASL-Informed_Consent.pdf"" download>informed consent form</a>.</p>
      <p style=""font-size: 30px;"">We ask that you press the spacebar to proceed to the consent section.</p>","","","","","","","","","","","","","","",""
"25863","{""consent1"":""YES"",""consent2"":""YES"",""consent3"":""YES"",""consent4"":""YES"",""consent5"":""YES"",""consent6"":""YES""}","survey-html-form","2","57313","0.0-2.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","","","","","","","","","","","","","","","",""
"11506","{""Languages"":[""Dutch"",""English"",""French""]}","survey-multi-select","3","68958","0.0-3.0-0.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","","[0]","","","","","","","","","","","","","",""
"4645","","fullscreen","4","74617","0.0-4.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","","","true","","","","","","","","","","","","",""
"16250"," ","html-keyboard-response","5","90868","0.0-5.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 30px"">Welcome, and thank you very much for your time!</p>
      <p style=""font-size: 30px"">In this experiment, you'll be a language expert who's been asked to take a look at words that Earth has received in its first communication with aliens. Your task, in this first part of the experiment, is to pay close attention to the words you'll be shown; later, world leaders will ask you questions on what you saw. The words will be shown to you quite quickly; it seems that the aliens were in a hurry :-)</p>
      <p style=""font-size: 30px"">Press the spacebar to continue.<p>","","","","","","","","","","","","","","",""
"null","null","html-keyboard-response","6","90896","0.0-6.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 1px; font-family: FragmentMono""> x </p>","","","","","","","","","","","","","","",""
"12514"," ","html-keyboard-response","7","103411","0.0-7.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 30px"">You're a language expert who's been asked to look at some messages that Earth has received from space. From previous communications, we know some pieces of the words these aliens use. In this first part, we'll ask you to spell out 30 word parts, which will help you understand the messages we've received!</p>
      <p style=""font-size: 30px"">Please press the spacebar when you're ready.</p>","","","","","","","","","","","","","","",""
"10635","17","html-button-response","8","114051","0.0-8.0-0.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">RZDE</p><p style=""font-size: 50px;font-family:FragmentMono""><p style=""font-size: 50px;color:#808080"">i</p>","","","RZDE","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">RZDE</p><p style=""font-size: 50px;font-family:FragmentMono"">R","R","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RZDE</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RZDE"",""word"":""RZDE"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LXG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LXG"",""word"":""LXG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FWLC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FWLC"",""word"":""FWLC"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NZGV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NZGV"",""word"":""NZGV"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CPLQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CPLQ"",""word"":""CPLQ"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OTJMU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OTJMU"",""word"":""OTJMU"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XQTKW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XQTKW"",""word"":""XQTKW"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ILIN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ILIN"",""word"":""ILIN"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CDQB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CDQB"",""word"":""CDQB"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CHB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CHB"",""word"":""CHB"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">BLHM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">BLHM"",""word"":""BLHM"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GOZHM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GOZHM"",""word"":""GOZHM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">THW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">THW"",""word"":""THW"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">BWXL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">BWXL"",""word"":""BWXL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZOWZ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZOWZ"",""word"":""ZOWZ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ODOI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ODOI"",""word"":""ODOI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZFGC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZFGC"",""word"":""ZFGC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VPKWH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VPKWH"",""word"":""VPKWH"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YSWYO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YSWYO"",""word"":""YSWYO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FYDV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FYDV"",""word"":""FYDV"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KUQVM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KUQVM"",""word"":""KUQVM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YWQLA</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YWQLA"",""word"":""YWQLA"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SMUN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SMUN"",""word"":""SMUN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TWYN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TWYN"",""word"":""TWYN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PWEXE</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PWEXE"",""word"":""PWEXE"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OIWO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OIWO"",""word"":""OIWO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WPBQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WPBQ"",""word"":""WPBQ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">QFTP</p><p style=\""font-size: 50px;font-family:FragmentMono\"">QFTP"",""word"":""QFTP"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YIDUN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YIDUN"",""word"":""YIDUN"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TUZ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TUZ"",""word"":""TUZ"",""length"":203}]","","","","","","","",""
"6128","25","html-button-response","9","120182","0.0-8.0-1.0-0.0","672a315f5ffd0405912274c1","698af3c7ed46e59b23a73289","69cfbf49832d79ac5775e2c8","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">RZDE</p><p style=""font-size: 50px;font-family:FragmentMono"">R","","","RZDE","morph_training","<p style=""font-size: 30px;color:#911857"">Please spell this part (1/30):</p><p style=""font-size: 50px;font-family:FragmentMono;color:#911857"">RZDE</p><p style=""font-size: 50px;font-family:FragmentMono"">RZ","RZ","[{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (1/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">RZDE</p><p style=\""font-size: 50px;font-family:FragmentMono\"">RZDE"",""word"":""RZDE"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (2/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">LXG</p><p style=\""font-size: 50px;font-family:FragmentMono\"">LXG"",""word"":""LXG"",""length"":202},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (3/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FWLC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FWLC"",""word"":""FWLC"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (4/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">NZGV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">NZGV"",""word"":""NZGV"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (5/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CPLQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CPLQ"",""word"":""CPLQ"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (6/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OTJMU</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OTJMU"",""word"":""OTJMU"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (7/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">XQTKW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">XQTKW"",""word"":""XQTKW"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (8/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ILIN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ILIN"",""word"":""ILIN"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (9/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CDQB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CDQB"",""word"":""CDQB"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (10/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">CHB</p><p style=\""font-size: 50px;font-family:FragmentMono\"">CHB"",""word"":""CHB"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (11/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">BLHM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">BLHM"",""word"":""BLHM"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (12/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">GOZHM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">GOZHM"",""word"":""GOZHM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (13/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">THW</p><p style=\""font-size: 50px;font-family:FragmentMono\"">THW"",""word"":""THW"",""length"":203},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (14/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">BWXL</p><p style=\""font-size: 50px;font-family:FragmentMono\"">BWXL"",""word"":""BWXL"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (15/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZOWZ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZOWZ"",""word"":""ZOWZ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (16/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ODOI</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ODOI"",""word"":""ODOI"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (17/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">ZFGC</p><p style=\""font-size: 50px;font-family:FragmentMono\"">ZFGC"",""word"":""ZFGC"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (18/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">VPKWH</p><p style=\""font-size: 50px;font-family:FragmentMono\"">VPKWH"",""word"":""VPKWH"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (19/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YSWYO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YSWYO"",""word"":""YSWYO"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (20/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">FYDV</p><p style=\""font-size: 50px;font-family:FragmentMono\"">FYDV"",""word"":""FYDV"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (21/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">KUQVM</p><p style=\""font-size: 50px;font-family:FragmentMono\"">KUQVM"",""word"":""KUQVM"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (22/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YWQLA</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YWQLA"",""word"":""YWQLA"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (23/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">SMUN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">SMUN"",""word"":""SMUN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (24/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TWYN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TWYN"",""word"":""TWYN"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (25/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">PWEXE</p><p style=\""font-size: 50px;font-family:FragmentMono\"">PWEXE"",""word"":""PWEXE"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (26/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">OIWO</p><p style=\""font-size: 50px;font-family:FragmentMono\"">OIWO"",""word"":""OIWO"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (27/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">WPBQ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">WPBQ"",""word"":""WPBQ"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (28/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">QFTP</p><p style=\""font-size: 50px;font-family:FragmentMono\"">QFTP"",""word"":""QFTP"",""length"":204},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (29/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">YIDUN</p><p style=\""font-size: 50px;font-family:FragmentMono\"">YIDUN"",""word"":""YIDUN"",""length"":205},{""stimulus"":""<p style=\""font-size: 30px;color:#911857\"">Please spell this part (30/30):</p><p style=\""font-size: 50px;font-family:FragmentMono;color:#911857\"">TUZ</p><p style=\""font-size: 50px;font-family:FragmentMono\"">TUZ"",""word"":""TUZ"",""length"":203}]","","","","","","","",""
