,sbj_ID,Age,Gender,Education,L1,L2,L3,L4,otherLs,task,AoAL1,AoAL2,AoAL3,AoAL4,AoAgioL1,AoAgioL2,AoAgioL3,AoAgioL4,anniInstrL1,anniInstrL2,anniInstrL3,anniInstrL4,anniPaeseL1,anniPaeseL2,anniPaeseL3,anniPaeseL4,anniFamigliaL1,anniFamigliaL2,anniFamigliaL3,anniFamigliaL4,anniLavoroL1,anniLavoroL2,anniLavoroL3,anniLavoroL4,PercAmiciL1,PercAmiciL2,PercAmiciL3,PercAmiciL4,PercFamigliaL1,PercFamigliaL2,PercFamigliaL3,PercFamigliaL4,PercLavoroL1,PercLavoroL2,PercLavoroL3,PercLavoroL4,PercStessoL1,PercStessoL2,PercStessoL3,PercStessoL4,PercCalcoliL1,PercCalcoliL2,PercCalcoliL3,PercCalcoliL4,ProfParlaL1,ProfParlaL2,ProfParlaL3,ProfParlaL4,ProfCapisceL1,ProfCapisceL2,ProfCapisceL3,ProfCapisceL4,ProfLeggeL1,ProfLeggeL2,ProfLeggeL3,ProfLeggeL4,AttentionL1,AttentionL2,AttentionL3,AttentionL4,ProfScriveL1,ProfScriveL2,ProfScriveL3,ProfScriveL4,AttMiStessoL1,AttMiStessoL2,AttMiStessoL3,AttMiStessoL4,AttCulturaL1,AttCulturaL2,AttCulturaL3,AttCulturaL4,AttLivNativoL1,AttLivNativoL2,AttLivNativoL3,AttLivNativoL4,AttMadrelinguaL1,AttMadrelinguaL2,AttMadrelinguaL3,AttMadrelinguaL4,HistoryL1Score,HistoryL2Score,HistoryL3Score,HistoryL4Score,UseL1Score,UseL2Score,UseL3Score,UseL4Score,ProficiencyL1Score,ProficiencyL2Score,ProficiencyL3Score,ProficiencyL4Score,AttitudeL1Score,AttitudeL2Score,AttitudeL3Score,AttitudeL4Score,L1Score,L2Score,L3Score,L4Score,AoEaseL1,AoEaseL2,yearsEduL1,yearsEduL2,yearsCountryL1,yearsCountryL2,yearsFamilyL1,yearsFamilyL2,yearsWorkL1,yearsWorkL2,PercFriendsL1,PercFriendsL2,PercFamilyL1,PercFamilyL2,PercWorkL1,PercWorkL2,PercSelfL1,PercSelfL2,PercCountL1,PercCountL2,ProfSpeakL1,ProfSpeakL2,ProfUnderstandL1,ProfUnderstandL2,ProfReadL1,ProfReadL2,ProfWriteL1,ProfWriteL2,AttSelfL1,AttSelfL2,AttCultureL1,AttCultureL2,AttNativeLevelL1,AttNativeLevelL2,AttMothertongueL1,AttMothertongueL2,AoEaseL3,AoEaseL4,yearsEduL3,yearsEduL4,yearsCountryL3,yearsCountryL4,yearsFamilyL3,yearsFamilyL4,yearsWorkL3,yearsWorkL4,PercFriendsL3,PercFriendsL4,PercFamilyL3,PercFamilyL4,PercWorkL3,PercWorkL4,PercSelfL3,PercSelfL4,PercCountL3,PercCountL4,ProfSpeakL3,ProfSpeakL4,ProfUnderstandL3,ProfUnderstandL4,ProfReadL3,ProfReadL4,ProfWriteL3,ProfWriteL4,AttSelfL3,AttSelfL4,AttCultureL3,AttCultureL4,AttNativeLevelL3,AttNativeLevelL4,AttMothertongueL3,AttMothertongueL4
0,5f0471a92ec97b6d1aec7739,25,Man,HighSchool,Italian,English,n/a,n/a,no,BLP,20,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,51.302,18.16,0.0,0.0,35.970000000000006,18.53,0.0,0.0,52.21,49.94,0.0,0.0,36.32,49.94,0.0,0.0,175.802,136.57,0.0,0.0,20.0,8.0,13.0,13.0,20.0,0.0,20.0,0.0,20.0,4.0,8.0,2.0,10.0,0.0,7.0,3.0,3.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,0.0,4.0,5.0,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f09d989eff16b266fba44c0,23,Woman,College,Portuguese,English,French,Spanish,Fluently no. Only a few words or phrases.,BLP,20,14.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,44.492000000000004,17.706,12.258000000000001,8.172,46.870000000000005,6.540000000000001,8.72,0.0,49.94,49.94,34.05,27.240000000000002,54.480000000000004,36.32,36.32,20.43,195.78200000000004,110.506,91.348,55.842000000000006,20.0,10.0,17.0,15.0,20.0,0.0,20.0,0.0,1.0,0.0,8.0,2.0,8.0,1.0,8.0,2.0,9.0,1.0,10.0,0.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,3.0,10.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0
0,5f0d65ef2ad0c60009209f0f,22,Woman,MinusCollege,Polish,English,n/a,n/a,No,BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,52.21,9.534,0.0,0.0,53.410000000000004,1.09,0.0,0.0,54.480000000000004,36.32,0.0,0.0,54.480000000000004,40.86,0.0,0.0,214.58000000000004,87.804,0.0,0.0,20.0,7.0,15.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,9.0,1.0,10.0,0.0,6.0,4.0,6.0,3.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,3.0,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f0f93938935de000855898b,24,Man,College,Polish,English,Russian,n/a,No,BLP,20,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,44.946,16.798000000000002,4.994,0.0,50.14,4.36,10.9,0.0,54.480000000000004,45.4,22.7,0.0,54.480000000000004,49.94,0.0,0.0,204.046,116.49799999999999,38.594,0.0,20.0,10.0,18.0,12.0,20.0,0.0,20.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,8.0,2.0,9.0,1.0,9.0,1.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,,3.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,1.0,,5.0,,3.0,,0.0,,0.0,,0.0,,0.0,
0,5f11c9f84078cd0888177499,22,Man,College,Portuguese,English,n/a,n/a,"No, I don't",BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,42.676,14.982000000000001,0.0,0.0,43.6,10.9,0.0,0.0,54.480000000000004,40.86,0.0,0.0,54.480000000000004,49.94,0.0,0.0,195.23600000000005,116.682,0.0,0.0,20.0,8.0,13.0,10.0,20.0,0.0,20.0,0.0,1.0,1.0,8.0,2.0,10.0,0.0,7.0,3.0,7.0,3.0,8.0,2.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f11ccbc1a1a2c08b4a99efb,21,Donna,Uni,italiano,inglese,francese,portoghese,n/a,BLP,20,18.0,9.0,0.0,20.0,20.0,7.0,0.0,20.0,20.0,6.0,1.0,20.0,1.0,0.0,0.0,20.0,17.0,0.0,1.0,3.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,10.0,3.0,0.0,3.0,10.0,5.0,0.0,0.0,10.0,6.0,0.0,0.0,10.0,7.0,0.0,0.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,3.0,6.0,6.0,5.0,1.0,true,true,true,true,6.0,6.0,2.0,0.0,6.0,6.0,1.0,2.0,4.0,5.0,0.0,1.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,46.762,34.958,9.988,0.908,54.50000000000001,27.250000000000004,0.0,3.2700000000000005,54.480000000000004,54.480000000000004,29.51,13.620000000000001,49.94,52.21,24.97,31.78,205.68200000000002,168.898,64.468,49.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f18a80367ef6b0bbc5f3720,23,Man,College,Slovenian,English,Serbian/Croatian,n/a,Bits of German and Russian,BLP,20,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,42.676,16.798000000000002,1.816,0.0,29.430000000000003,25.07,9.81,0.0,49.94,52.21,18.16,0.0,40.86,49.94,0.0,0.0,162.906,144.018,29.786,0.0,20.0,10.0,13.0,10.0,20.0,1.0,20.0,0.0,1.0,2.0,8.0,2.0,9.0,1.0,3.0,7.0,2.0,8.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,3.0,6.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,2.0,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,
0,5f19fa0f3e85b20d0336258c,21,Woman,MinusCollege,italian,english,french,n/a,no,BLP,20,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,52.664,9.08,4.54,0.0,46.870000000000005,7.630000000000001,10.9,0.0,52.21,45.4,22.7,0.0,54.480000000000004,31.78,20.43,0.0,206.224,93.89,58.57,0.0,20.0,4.0,16.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,6.0,4.0,8.0,2.0,9.0,1.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,2.0,6.0,4.0,6.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.0,,2.0,,3.0,,2.0,,2.0,,2.0,,3.0,,2.0,
0,5f1e8dc7e2161c86cdcd220a,25,Man,MinusCollege,Afrikaans,English,Southern Sotho,n/a,no,BLP,20,20.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,42.676,44.038000000000004,18.16,0.0,31.610000000000003,21.8,10.9,0.0,54.480000000000004,54.480000000000004,34.05,0.0,54.480000000000004,49.94,31.78,0.0,183.24600000000004,170.258,94.89,0.0,20.0,20.0,12.0,12.0,20.0,20.0,20.0,20.0,2.0,5.0,8.0,2.0,9.0,1.0,0.0,10.0,7.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,,7.0,,20.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,3.0,,4.0,,6.0,,2.0,,2.0,,0.0,,6.0,,6.0,
0,5f219602670e5a0af2cf5237,21,Woman,MinusCollege,polish,english,sweedish,germany,no,BLP,20,13.0,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,50.848,15.436,2.724,9.988,49.050000000000004,5.45,10.9,0.0,54.480000000000004,54.480000000000004,31.78,31.78,54.480000000000004,43.13,18.16,18.16,208.858,118.49600000000001,63.56400000000001,59.928,20.0,7.0,12.0,10.0,20.0,2.0,20.0,0.0,20.0,2.0,9.0,1.0,10.0,0.0,9.0,1.0,7.0,3.0,10.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0
0,5f3161410f87706425490ae1,24,Donna,Secondaria2,Italiano,Inglese,Spagnolo,Cinese,No,BLP,20,14.0,0.0,0.0,20.0,4.0,0.0,0.0,20.0,13.0,0.0,3.0,20.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,6.0,3.0,3.0,0.0,6.0,4.0,3.0,1.0,true,true,true,true,4.0,2.0,0.0,0.0,6.0,4.0,4.0,4.0,6.0,0.0,4.0,0.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,45.4,14.074,0.454,1.362,47.96,4.36,0.0,2.18,47.67,27.240000000000002,15.89,2.27,54.480000000000004,36.32,45.4,27.240000000000002,195.51,81.994,61.744,33.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f33289c1fe9181376ee67d9,23,Woman,PlusCollege,English,Sepedi,Sesotho,Xhosa,No,BLP,14,19.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,40.86,44.492000000000004,36.32,4.994,25.07,19.62,6.540000000000001,1.09,49.94,47.67,38.59,29.51,22.7,54.480000000000004,52.21,40.86,138.57,166.262,133.66,76.45400000000001,13.0,20.0,20.0,18.0,20.0,20.0,3.0,20.0,20.0,1.0,2.0,5.0,0.0,8.0,6.0,2.0,5.0,3.0,10.0,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,6.0,1.0,6.0,4.0,6.0,3.0,6.0,20.0,0.0,0.0,1.0,20.0,5.0,20.0,0.0,1.0,5.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,6.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0
0,5f33c58329beab1f63c0dfaa,22,Man,HighSchool,Polish,English,Deutch,n/a,no,BLP,20,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,51.756,13.620000000000001,6.8100000000000005,0.0,50.14,4.36,10.9,0.0,54.480000000000004,43.13,9.08,0.0,54.480000000000004,40.86,9.08,0.0,210.856,101.97,35.87,0.0,20.0,8.0,14.0,8.0,20.0,0.0,20.0,0.0,20.0,0.0,9.0,1.0,10.0,0.0,8.0,2.0,9.0,1.0,10.0,0.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,2.0,6.0,4.0,6.0,6.0,6.0,6.0,0.0,,5.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,1.0,,1.0,,0.0,,0.0,,0.0,,2.0,,2.0,
0,5f350f459bf003464a03ea5e,22,Man,HighSchool,Italian,English,n/a,n/a,No,BLP,20,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,43.584,18.16,0.0,0.0,51.230000000000004,3.2700000000000005,0.0,0.0,54.480000000000004,49.94,0.0,0.0,52.21,52.21,0.0,0.0,201.50400000000002,123.58000000000001,0.0,0.0,20.0,7.0,16.0,16.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,8.0,2.0,9.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f47e34858dd331165bf9f00,22,Man,HighSchool,Polish,English,n/a,n/a,n/a,BLP,20,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,39.952,14.982000000000001,0.0,0.0,42.510000000000005,11.99,0.0,0.0,54.480000000000004,49.94,0.0,0.0,45.4,54.480000000000004,0.0,0.0,182.342,131.392,0.0,0.0,16.0,9.0,12.0,12.0,20.0,0.0,20.0,0.0,0.0,0.0,7.0,3.0,10.0,0.0,10.0,0.0,4.0,6.0,8.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f4cc4ea00dba58ecd5a98a4,22,Uomo,Uni2,Italiano,Inglese,n/a,n/a,no,BLP,20,14.0,,,20.0,6.0,,,5.0,5.0,,,20.0,0.0,,,20.0,0.0,,,0.0,0.0,,,10.0,0.0,,,9.0,1.0,,,10.0,0.0,,,10.0,0.0,,,10.0,0.0,,,6.0,3.0,,,6.0,5.0,,,6.0,6.0,,,true,true,,,6.0,6.0,,,6.0,3.0,,,6.0,1.0,,,6.0,6.0,,,6.0,5.0,,,38.59,11.35,0.0,0.0,53.410000000000004,1.09,0.0,0.0,54.480000000000004,45.4,0.0,0.0,54.480000000000004,34.05,0.0,0.0,200.96000000000004,91.88999999999999,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f5282f98bb76c54f2c603a7,22,Man,Masters,Portuguese,n/a,n/a,n/a,English,BLP,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,41.768,0.0,0.0,0.0,54.50000000000001,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,54.480000000000004,0.0,0.0,0.0,205.228,0.0,0.0,0.0,20.0,,12.0,,20.0,,20.0,,0.0,,10.0,,10.0,,10.0,,10.0,,10.0,,6.0,,6.0,,6.0,,6.0,,6.0,,6.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f5a713d37f71112463ab4d9,23,Man,MinusCollege,Spanish,English,N/A,N/A,No,BLP,20,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,46.308,16.344,0.0,0.0,42.510000000000005,11.99,0.0,0.0,52.21,45.4,0.0,0.0,52.21,43.13,0.0,0.0,193.23800000000003,116.864,0.0,0.0,20.0,8.0,16.0,12.0,20.0,0.0,20.0,0.0,6.0,0.0,9.0,1.0,10.0,0.0,7.0,3.0,5.0,5.0,8.0,2.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f5e7de4c81d3672642cd612,21,Man,HighSchool,Polish,English,n/a,n/a,no,BLP,20,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,42.676,16.344,0.0,0.0,39.24,15.260000000000002,0.0,0.0,52.21,43.13,0.0,0.0,54.480000000000004,22.7,0.0,0.0,188.606,97.43400000000001,0.0,0.0,20.0,9.0,14.0,13.0,20.0,0.0,20.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,7.0,3.0,4.0,6.0,7.0,3.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,0.0,6.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f60713e595007000a8e1da7,23,Man,College,Polish,English,German,Italian,no,BLP,20,14.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,43.13,14.528,5.902,3.178,40.330000000000005,11.99,11.99,0.0,54.480000000000004,49.94,27.240000000000002,20.43,54.480000000000004,49.94,24.97,13.620000000000001,192.42000000000002,126.398,70.102,37.228,20.0,12.0,14.0,3.0,20.0,0.0,20.0,0.0,1.0,3.0,7.0,3.0,10.0,0.0,2.0,6.0,8.0,2.0,10.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0
0,5f6cd5ce1758e90f12ae1123,23,Man,HighSchool,Portuguese,English,German,n/a,no,BLP,20,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,49.486000000000004,12.258000000000001,16.344,0.0,53.410000000000004,1.09,10.9,0.0,54.480000000000004,52.21,52.21,0.0,52.21,29.51,31.78,0.0,209.58600000000004,95.06800000000001,111.23400000000001,0.0,20.0,8.0,12.0,6.0,17.0,0.0,20.0,0.0,20.0,0.0,9.0,1.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,3.0,5.0,3.0,8.0,,6.0,,6.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.0,,6.0,,6.0,,6.0,,4.0,,4.0,,3.0,,3.0,
0,5f708f5f0d32bb66960d4473,21,Man,MinusCollege,Polish,English,German,n/a,No,BLP,20,16.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,44.492000000000004,34.050000000000004,7.264,0.0,22.89,31.610000000000003,9.81,0.0,52.21,49.94,9.08,0.0,43.13,47.67,11.35,0.0,162.722,163.27,37.504000000000005,0.0,20.0,20.0,12.0,14.0,20.0,0.0,20.0,20.0,6.0,5.0,7.0,3.0,9.0,1.0,2.0,8.0,1.0,9.0,2.0,8.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,0.0,,6.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,2.0,,0.0,,0.0,,0.0,,2.0,,3.0,
0,5f784f5b98f4963cdf902340,22,Woman,PlusCollege,Portuguese,English,Spanish,fRANCH,NO,BLP,20,16.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,53.572,16.798000000000002,2.27,7.264,35.970000000000006,14.170000000000002,10.9,0.0,54.480000000000004,49.94,24.97,11.35,54.480000000000004,22.7,9.08,2.27,198.502,103.608,47.22,20.884,20.0,11.0,18.0,10.0,20.0,0.0,20.0,0.0,20.0,0.0,6.0,3.0,10.0,0.0,6.0,3.0,5.0,4.0,6.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,0.0,6.0,4.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
0,5f7bd801486f5e1ce581980f,22,Woman,College,Polish,English,Spanish,Russian,n/a,BLP,20,13.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,true,,,,,,,,,,,,,,,,,,,,,52.21,14.982000000000001,8.626,1.362,43.6,8.72,13.080000000000002,0.0,54.480000000000004,54.480000000000004,52.21,11.35,54.480000000000004,54.480000000000004,45.4,13.620000000000001,204.77000000000004,132.662,119.316,26.332,20.0,5.0,15.0,15.0,20.0,0.0,20.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,3.0,5.0,8.0,2.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,6.0,2.0,6.0,1.0,4.0,1.0,5.0,1.0,6.0,3.0,5.0,1.0
0,5f858743256d25036d9fa693,24,Woman,Masters,Portuguese,English,n/a,n/a,Spanish,BLP,20,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,44.492000000000004,17.252,0.0,0.0,50.14,4.36,0.0,0.0,54.480000000000004,49.94,0.0,0.0,54.480000000000004,54.480000000000004,0.0,0.0,203.59200000000004,126.032,0.0,0.0,20.0,9.0,17.0,14.0,20.0,0.0,20.0,0.0,1.0,0.0,9.0,1.0,10.0,0.0,9.0,1.0,8.0,2.0,10.0,0.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5f91dc284909fe0b08f9e2e1,22,Man,College,Polish,English ,Italian,n/a,n/a,BLP,20,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,true,,,,,,,,,,,,,,,,,,,,,,54.480000000000004,22.246000000000002,0.908,0.0,39.24,15.260000000000002,10.9,0.0,54.480000000000004,47.67,2.27,0.0,54.480000000000004,49.94,2.27,0.0,202.68,135.11599999999999,16.348,0.0,20.0,10.0,20.0,14.0,20.0,1.0,20.0,0.0,20.0,8.0,7.0,3.0,10.0,0.0,7.0,3.0,4.0,6.0,8.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,0.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,,0.0,,1.0,,0.0,,0.0,
