sbjID,trialn,word,condition,response,RT
1,1,uvaUdmkv,0,yes,7151.6
1,2,mcOJrNlZ,0,yes,3883.8
1,3,GLYrABRDh,1,yes,5010.9
1,4,OmtlDTAm,0,no,5588.9
1,5,mcOJtcB,1,no,4983.6
1,6,EhRmuOAO,1,yes,3078.3
1,7,ckdAmrNlZ,1,yes,3078.1
1,8,LckGNuOAO,0,no,3446.9
1,9,EhRmhEct,0,yes,4118.3
1,10,MDKPvUdm,1,no,1714.8
1,11,PMPtkBbM,0,no,4037.9
1,12,BEPOrNlZ,1,yes,1127.2
1,13,MBmEhEct,0,no,3974.0
1,14,LGkALUOk,0,no,2422.9
1,15,ECtbDBbM,0,no,2741.2
1,16,ckdAmtcB,0,no,2599.1
1,17,GLYrAvUdm,0,no,6071.3
1,18,PMPtkdmkv,1,yes,1478.8
1,19,AdDbBRDh,0,yes,3700.7
1,20,OmtlDLUOk,1,no,4294.9
1,21,QcQAJBbM,1,no,2018.2
1,22,mUOcOuOAO,0,yes,2006.0
1,23,BEPOtcB,0,yes,1143.0
1,24,MBmEuOAO,1,yes,2711.6
1,25,ZcGdNvUdm,0,yes,3031.2
1,26,LGkATAm,1,yes,3078.8
1,27,MDKPBRDh,0,no,5206.7
1,28,BATOcTAm,0,no,3463.5
1,29,LuNZrNlZ,0,yes,3536.7
1,30,YJkbLUOk,0,no,5317.1
1,31,uvaUBbM,1,yes,4310.7
1,32,AdDbvUdm,1,no,4612.6
1,33,BATOcLUOk,1,yes,805.5
1,34,LuNZtcB,1,no,4278.3
1,35,ZcGdNBRDh,1,yes,2647.5
1,36,LckGNhEct,1,no,3174.9
1,37,QcQAJdmkv,0,yes,5299.3
1,38,mUOcOhEct,1,yes,1062.9
1,39,ECtbDdmkv,1,no,2862.7
1,40,YJkbTAm,1,yes,2759.0
