trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rt,response,stimulus,success,item,task,correct_response,testing_condition,correct,target,confound,name
pavlovia,0,3881,0.0-0.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,,,,,,,,,,,,
survey-html-form,1,11264,0.0-1.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,7378,"{""ID"":""6136aa846e80ebd7daf6e148""}",,,,,,,,,,
html-keyboard-response,2,105222,0.0-2.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,93945, ,"<p style=""font-size: 15px;"">Before beginning, we ask that you read the consent information and confirm your agreement to participate in the experiment.</p>
      <p style=""font-size: 15px;""> We ask that you remember that this is a research project and that your participation is entirely voluntary. You can stop your participation at any time, without needing to provide any explanation. The study we're asking you to participate in aims at examining how readers process written words. You will be engaged in a session of apprximately 20 minutes, followed by a brief questionnaire. You will have the opportunity to take a few breaks during the experiment. You will be paid £4 for your participation, corresponding to a rate of £8/hour. While this experiment looks at cognitive faculties, this experiment doesn't constitute clinical proof of eventual pathologies.</p>
      <p style=""font-size: 15px;"">All of the information collected thanks to yours and others' participation will be held in a secure password-protected server, and will not be shared with anyone not authorised to view it. Your personal information will be kept with an arbitrary participant ID. Thanks to this data anonymity process, any researcher analysing the data won't be able to track the information back to a specific participant. Therefore, this process will make identifying you impossibile, even when results from the study will be published in scientific reviews, presented at congresses, or at any other public forum. More generally, the collected data will be treated in accordance with the laws on privacy and conformity to the Legislative Degree n. 196 ""Code regarding the protection of personal data"" of the 30th of June 2003 and to the European Regulation 2016/670 (General Data Protection Regulation - GDPR). The Data Protection Officer is Avv. Valentina Carollo, who can be contacted at the following email addresses: <a href=""mailto:dpo@sissa.it"">dpo@sissa.it</a> or <a href=""mailto:rpd@sissa.it"">rpd@sissa.it</a> - PEC: <a href=""mailto:protocollo@pec.sissa.it"">protocollo@pec.sissa.it</a>.</p>
      <p style=""font-size: 15px;""> Before expressing your consent to participate, we would like to remind you again that in case you need explanations on any aspect of the experimental procedure, the researcher is at your disposition (<a href=""mailto:aliebelt@sissa.it"">aliebelt@sissa.it</a>, <a href=""mailto:davide.crepaldi@sissa.it"">davide.crepaldi@sissa.it</a>).</p>
      <p style=""font-size: 15px;"">If you would like to download the informed consent form, you can do so here: <a href=""BASL-Informed_Consent.pdf"" download>informed consent form</a>.</p>
      <p style=""font-size: 15px;"">We ask that you press the spacebar to proceed to the consent section.</p>",,,,,,,,,
survey-html-form,3,190944,0.0-3.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,85712,"{""consent1"":""YES"",""consent2"":""YES"",""consent3"":""YES"",""consent4"":""YES"",""consent5"":""YES"",""consent6"":""YES""}",,,,,,,,,,
fullscreen,4,198852,0.0-4.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,,,,TRUE,,,,,,,,
html-keyboard-response,5,237344,0.0-5.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,38488, ,"<p>Welcome, and thank you very much for your time!</p>
      <p>In this experiment, you'll be a language expert who's been asked to take a look at words that Earth has received in its first communication with aliens. Your task, in this first part of the experiment, is to pay close attention to the words you'll be shown; later, world leaders will ask you questions on what you saw. The words will be shown to you quite quickly; it seems that the aliens were in a hurry :-)</p>
      <p>Press the spacebar to continue.<p>",,,,,,,,,
html-keyboard-response,6,252777,0.0-6.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,15428, ,"<p>Here is an example of the words you'll see:</p>
      <img src='esempio.png' height='400px'>
      <p>When you're ready to begin, press the spacebar.</p></div>",,,,,,,,,
html-keyboard-response,7,253803,0.0-7.0-0.0,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">lBlEdCKc</p>",,,,,,,,,
html-keyboard-response,8,254822,0.0-7.0-0.1,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">htmhCdRA</p>",,,,,,,,,
html-keyboard-response,9,255848,0.0-7.0-0.2,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">kZUbAZbl</p>",,,,,,,,,
html-keyboard-response,10,256867,0.0-7.0-0.3,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">LOLkUJcL</p>",,,,,,,,,
html-keyboard-response,11,257885,0.0-7.0-0.4,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">LdQvQru</p>",,,,,,,,,
html-keyboard-response,12,258893,0.0-7.0-0.5,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">htmhCdCKc</p>",,,,,,,,,
html-keyboard-response,13,259906,0.0-7.0-0.6,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">LOLkUdmkv</p>",,,,,,,,,
html-keyboard-response,14,260915,0.0-7.0-0.7,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">hmKPMcthB</p>",,,,,,,,,
html-keyboard-response,15,261927,0.0-7.0-0.8,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">ALOrldmkv</p>",,,,,,,,,
html-keyboard-response,16,262936,0.0-7.0-0.9,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">JAdLmJcL</p>",,,,,,,,,
html-keyboard-response,17,263949,0.0-7.0-0.10,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">dMThkdTAh</p>",,,,,,,,,
html-keyboard-response,18,264958,0.0-7.0-0.11,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">hTtBbcthB</p>",,,,,,,,,
html-keyboard-response,19,265977,0.0-7.0-0.12,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">kabJbdmkv</p>",,,,,,,,,
html-keyboard-response,20,266995,0.0-7.0-0.13,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">DhMtdRA</p>",,,,,,,,,
html-keyboard-response,21,268013,0.0-7.0-0.14,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">TbKMEBCAd</p>",,,,,,,,,
html-keyboard-response,22,269031,0.0-7.0-0.15,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">uvaUdmkv</p>",,,,,,,,,
html-keyboard-response,23,270048,0.0-7.0-0.16,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">kabJbLkNc</p>",,,,,,,,,
html-keyboard-response,24,271069,0.0-7.0-0.17,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">lRckAdTAh</p>",,,,,,,,,
html-keyboard-response,25,272094,0.0-7.0-0.18,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">damYbLkNc</p>",,,,,,,,,
html-keyboard-response,26,273112,0.0-7.0-0.19,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">KBKBEdTAh</p>",,,,,,,,,
html-keyboard-response,27,274132,0.0-7.0-0.20,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">LOLkUAZbl</p>",,,,,,,,,
html-keyboard-response,28,275149,0.0-7.0-0.21,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">ALOrlQru</p>",,,,,,,,,
html-keyboard-response,29,276168,0.0-7.0-0.22,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">lBlEcthB</p>",,,,,,,,,
html-keyboard-response,30,277186,0.0-7.0-0.23,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">htmhCBCAd</p>",,,,,,,,,
html-keyboard-response,31,278215,0.0-7.0-0.24,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">lRckActhB</p>",,,,,,,,,
html-keyboard-response,32,279230,0.0-7.0-0.25,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">DhMtBCAd</p>",,,,,,,,,
html-keyboard-response,33,280249,0.0-7.0-0.26,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">hTtBbdRA</p>",,,,,,,,,
html-keyboard-response,34,281254,0.0-7.0-0.27,6136aa846e80ebd7daf6e148,64e77d7b61f440b60e28659d,64ecad81f2f759acf903f496,null,null,"<p style=""font-size: 60px; font-family: BACS"">hmKPMBCAd</p>",,,,,,,,,
