"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","rt","response","stimulus","success","item","task","correct_response","testing_condition","correct","target","confound","name"
"pavlovia","0","2140","0.0-0.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","","","","","","","","","","","",""
"survey-html-form","1","25263","0.0-1.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","23122","{""ID"":""615f371e6688c87e53e7acf5""}","","","","","","","","","",""
"html-keyboard-response","2","34020","0.0-2.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","8755"," ","<p style=""font-size: 15px;"">Before beginning, we ask that you read the consent information and confirm your agreement to participate in the experiment.</p>
      <p style=""font-size: 15px;""> We ask that you remember that this is a research project and that your participation is entirely voluntary. You can stop your participation at any time, without needing to provide any explanation. The study we're asking you to participate in aims at examining how readers process written words. You will be engaged in a session of apprximately 20 minutes, followed by a brief questionnaire. You will have the opportunity to take a few breaks during the experiment. You will be paid £4 for your participation, corresponding to a rate of £8/hour. While this experiment looks at cognitive faculties, this experiment doesn't constitute clinical proof of eventual pathologies.</p>
      <p style=""font-size: 15px;"">All of the information collected thanks to yours and others' participation will be held in a secure password-protected server, and will not be shared with anyone not authorised to view it. Your personal information will be kept with an arbitrary participant ID. Thanks to this data anonymity process, any researcher analysing the data won't be able to track the information back to a specific participant. Therefore, this process will make identifying you impossibile, even when results from the study will be published in scientific reviews, presented at congresses, or at any other public forum. More generally, the collected data will be treated in accordance with the laws on privacy and conformity to the Legislative Degree n. 196 ""Code regarding the protection of personal data"" of the 30th of June 2003 and to the European Regulation 2016/670 (General Data Protection Regulation - GDPR). The Data Protection Officer is Avv. Valentina Carollo, who can be contacted at the following email addresses: <a href=""mailto:dpo@sissa.it"">dpo@sissa.it</a> or <a href=""mailto:rpd@sissa.it"">rpd@sissa.it</a> - PEC: <a href=""mailto:protocollo@pec.sissa.it"">protocollo@pec.sissa.it</a>.</p>
      <p style=""font-size: 15px;""> Before expressing your consent to participate, we would like to remind you again that in case you need explanations on any aspect of the experimental procedure, the researcher is at your disposition (<a href=""mailto:aliebelt@sissa.it"">aliebelt@sissa.it</a>, <a href=""mailto:davide.crepaldi@sissa.it"">davide.crepaldi@sissa.it</a>).</p>
      <p style=""font-size: 15px;"">If you would like to download the informed consent form, you can do so here: <a href=""BASL-Informed_Consent.pdf"" download>informed consent form</a>.</p>
      <p style=""font-size: 15px;"">We ask that you press the spacebar to proceed to the consent section.</p>","","","","","","","","",""
"survey-html-form","3","234577","0.0-3.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","200555","{""consent1"":""YES"",""consent2"":""YES"",""consent3"":""YES"",""consent4"":""YES"",""consent5"":""YES"",""consent6"":""YES""}","","","","","","","","","",""
"fullscreen","4","281278","0.0-4.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","","","","true","","","","","","","",""
"html-keyboard-response","5","395602","0.0-5.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","114324"," ","<p>Welcome, and thank you very much for your time!</p>
      <p>In this experiment, you'll be a language expert who's been asked to take a look at words that Earth has received in its first communication with aliens. Your task, in this first part of the experiment, is to pay close attention to the words you'll be shown; later, world leaders will ask you questions on what you saw. The words will be shown to you quite quickly; it seems that the aliens were in a hurry :-)</p>
      <p>Press the spacebar to continue.<p>","","","","","","","","",""
"html-keyboard-response","6","395654","0.0-6.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 120px; font-family: BACS""> </p>","","","","","","","","",""
"html-keyboard-response","7","398934","0.0-7.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","3279"," ","<p>Here is an example of the words you'll see:</p>
      <img src='esempio.png' height='400px'>
      <p>When you're ready to begin, press the spacebar.</p></div>","","","","","","","","",""
"html-keyboard-response","8","399938","0.0-8.0-0.0","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">ECtbDlMck</p>","","","","","","","","",""
"html-keyboard-response","9","400953","0.0-8.0-0.1","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">NJZlUZu</p>","","","","","","","","",""
"html-keyboard-response","10","401969","0.0-8.0-0.2","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">McMDmhc</p>","","","","","","","","",""
"html-keyboard-response","11","402986","0.0-8.0-0.3","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">aYQmrba</p>","","","","","","","","",""
"html-keyboard-response","12","403987","0.0-8.0-0.4","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">KBKBElMck</p>","","","","","","","","",""
"html-keyboard-response","13","405002","0.0-8.0-0.5","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">lZcurba</p>","","","","","","","","",""
"html-keyboard-response","14","406018","0.0-8.0-0.6","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">aYaNUZu</p>","","","","","","","","",""
"html-keyboard-response","15","407020","0.0-8.0-0.7","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">YObATRK</p>","","","","","","","","",""
"html-keyboard-response","16","408035","0.0-8.0-0.8","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">mbZlUZu</p>","","","","","","","","",""
"html-keyboard-response","17","409037","0.0-8.0-0.9","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">KABATRkY</p>","","","","","","","","",""
"html-keyboard-response","18","410051","0.0-8.0-0.10","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">GQrcQGb</p>","","","","","","","","",""
"html-keyboard-response","19","411053","0.0-8.0-0.11","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">hCktlMck</p>","","","","","","","","",""
"html-keyboard-response","20","412069","0.0-8.0-0.12","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">aYQmQGb</p>","","","","","","","","",""
"html-keyboard-response","21","413085","0.0-8.0-0.13","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">uQuZcJud</p>","","","","","","","","",""
"html-keyboard-response","22","414101","0.0-8.0-0.14","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">ECtbDTRkY</p>","","","","","","","","",""
"html-keyboard-response","23","415102","0.0-8.0-0.15","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">mbZlJud</p>","","","","","","","","",""
"html-keyboard-response","24","416118","0.0-8.0-0.16","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">lZcuQGb</p>","","","","","","","","",""
"html-keyboard-response","25","417119","0.0-8.0-0.17","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">NJZlLkNc</p>","","","","","","","","",""
"html-keyboard-response","26","418135","0.0-8.0-0.18","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">RdPtDPMd</p>","","","","","","","","",""
"html-keyboard-response","27","419136","0.0-8.0-0.19","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">mbZlLkNc</p>","","","","","","","","",""
"html-keyboard-response","28","420151","0.0-8.0-0.20","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">lZcuUZu</p>","","","","","","","","",""
"html-keyboard-response","29","421152","0.0-8.0-0.21","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">DBlhlMck</p>","","","","","","","","",""
"html-keyboard-response","30","422165","0.0-8.0-0.22","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">GQrcrba</p>","","","","","","","","",""
"html-keyboard-response","31","423181","0.0-8.0-0.23","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">JdGmQGb</p>","","","","","","","","",""
"html-keyboard-response","32","424184","0.0-8.0-0.24","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">McMDlMck</p>","","","","","","","","",""
"html-keyboard-response","33","425202","0.0-8.0-0.25","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">uQuZcUZu</p>","","","","","","","","",""
"html-keyboard-response","34","426217","0.0-8.0-0.26","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">mbZlrba</p>","","","","","","","","",""
"html-keyboard-response","35","427233","0.0-8.0-0.27","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">ORbkTRK</p>","","","","","","","","",""
"html-keyboard-response","36","428249","0.0-8.0-0.28","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">lZcuLkNc</p>","","","","","","","","",""
"html-keyboard-response","37","429251","0.0-8.0-0.29","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">DBlhTRkY</p>","","","","","","","","",""
"html-keyboard-response","38","430265","0.0-8.0-0.30","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">McMDTRK</p>","","","","","","","","",""
"html-keyboard-response","39","431267","0.0-8.0-0.31","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">RdPtDTRkY</p>","","","","","","","","",""
"html-keyboard-response","40","432283","0.0-8.0-0.32","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">GQrcUZu</p>","","","","","","","","",""
"html-keyboard-response","41","433284","0.0-8.0-0.33","615f371e6688c87e53e7acf5","650c16f0f2faf8d7a0d14c09","651c1da3efd0a9a358976884","null","null","<p style=""font-size: 60px; font-family: BACS"">aYaNLkNc</p>","","","","","","","","",""
