3.0475 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.2644 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
11.6331 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000229289A80A0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002292D8CF8B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.6333 	EXP 	window1: mouseVisible = True
11.6338 	EXP 	window1: mouseVisible = False
11.6339 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.6339 	EXP 	window1: recordFrameIntervals = False
11.7980 	EXP 	window1: recordFrameIntervals = True
11.9819 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
11.9820 	EXP 	window1: recordFrameIntervals = False
14.8509 	EXP 	Created welcome_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=50.0, italic=False, languageStyle='LTR', name='welcome_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=800.0)
14.8592 	EXP 	Created pretrainig_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=50.0, italic=False, languageStyle='LTR', name='pretrainig_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=800.0)
14.8614 	EXP 	Created training_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='BACS1', fontFiles=[], height=100.0, italic=False, languageStyle='LTR', name='training_word', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
14.8662 	EXP 	Created blank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
14.8714 	EXP 	Created testing_intro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=50.0, italic=False, languageStyle='LTR', name='testing_intro', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=800.0)
14.8723 	EXP 	Created testing_word = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='BACS1', fontFiles=[], height=100.0, italic=False, languageStyle='LTR', name='testing_word', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='pix', win=Window(...), wrapWidth=500)
14.8832 	EXP 	Created testing_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=50.0, italic=False, languageStyle='LTR', name='testing_text', opacity=1.0, ori=0.0, pos=array([  0., 300.]), rgb=UNKNOWN, text=str(...), units='pix', win=Window(...), wrapWidth=800.0)
14.9047 	EXP 	Created keyboard_instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=25.0, italic=False, languageStyle='LTR', name='keyboard_instructions', opacity=1.0, ori=0.0, pos=array([   0., -300.]), rgb=UNKNOWN, text="Press 'd' for yes, 'k' for no", units='pix', win=Window(...), wrapWidth=800.0)
14.9188 	EXP 	welcome_text: autoDraw = True
16.9844 	DATA 	Keypress: space
17.0020 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
17.0025 	EXP 	New trial (rep=0, index=0): None
17.0124 	EXP 	welcome_text: autoDraw = False
17.0124 	EXP 	pretrainig_text: autoDraw = True
17.7951 	EXP 	Imported training.csv as conditions, 80 conditions, 1 params
17.7987 	EXP 	Created sequence: random, trialTypes=80, nReps=1, seed=None
17.7999 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', 'bmbNJU')])
17.8207 	DATA 	Keypress: space
17.8220 	EXP 	pretrainig_text: autoDraw = False
17.8220 	EXP 	training_word: height = 100.0
17.8220 	EXP 	training_word: height = 100.0
17.8220 	EXP 	training_word: height = 100.0
17.8220 	EXP 	training_word: text = 'bmbNJU'
17.8220 	EXP 	training_word: autoDraw = True
18.3119 	EXP 	training_word: autoDraw = False
18.3119 	EXP 	blank: autoDraw = True
18.7960 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', 'dJNrJU')])
18.8116 	EXP 	blank: autoDraw = False
18.8116 	EXP 	training_word: height = 100.0
18.8116 	EXP 	training_word: height = 100.0
18.8116 	EXP 	training_word: height = 100.0
18.8116 	EXP 	training_word: text = 'dJNrJU'
18.8116 	EXP 	training_word: autoDraw = True
19.3116 	EXP 	training_word: autoDraw = False
19.3116 	EXP 	blank: autoDraw = True
19.7958 	EXP 	New trial (rep=0, index=2): OrderedDict([('word', 'LckGNJ')])
19.8221 	EXP 	blank: autoDraw = False
19.8221 	EXP 	training_word: height = 100.0
19.8221 	EXP 	training_word: height = 100.0
19.8221 	EXP 	training_word: height = 100.0
19.8221 	EXP 	training_word: text = 'LckGNJ'
19.8221 	EXP 	training_word: autoDraw = True
20.3114 	EXP 	training_word: autoDraw = False
20.3114 	EXP 	blank: autoDraw = True
20.7950 	EXP 	New trial (rep=0, index=3): OrderedDict([('word', 'Qcladk')])
20.8109 	EXP 	blank: autoDraw = False
20.8109 	EXP 	training_word: height = 100.0
20.8109 	EXP 	training_word: height = 100.0
20.8109 	EXP 	training_word: height = 100.0
20.8109 	EXP 	training_word: text = 'Qcladk'
20.8109 	EXP 	training_word: autoDraw = True
21.3108 	EXP 	training_word: autoDraw = False
21.3108 	EXP 	blank: autoDraw = True
21.7958 	EXP 	New trial (rep=0, index=4): OrderedDict([('word', 'lCbcmP')])
21.8167 	EXP 	blank: autoDraw = False
21.8167 	EXP 	training_word: height = 100.0
21.8167 	EXP 	training_word: height = 100.0
21.8167 	EXP 	training_word: height = 100.0
21.8167 	EXP 	training_word: text = 'lCbcmP'
21.8167 	EXP 	training_word: autoDraw = True
22.3108 	EXP 	training_word: autoDraw = False
22.3108 	EXP 	blank: autoDraw = True
22.7947 	EXP 	New trial (rep=0, index=5): OrderedDict([('word', 'dJNrYA')])
22.8142 	EXP 	blank: autoDraw = False
22.8142 	EXP 	training_word: height = 100.0
22.8142 	EXP 	training_word: height = 100.0
22.8142 	EXP 	training_word: height = 100.0
22.8142 	EXP 	training_word: text = 'dJNrYA'
22.8142 	EXP 	training_word: autoDraw = True
23.3104 	EXP 	training_word: autoDraw = False
23.3104 	EXP 	blank: autoDraw = True
