sbjID,trialn,word,condition,response,RT
5,1,ZJLmrcUN,0,yes,6399.6
5,2,lZcuJZr,0,yes,5983.3
5,3,YOaAbtAY,1,yes,2676.5
5,4,NaJbcYUv,0,yes,3589.6
5,5,YOaAbJZr,0,no,2759.5
5,6,OtlRvJQ,1,yes,2790.3
5,7,bGuOYTOM,1,yes,2501.7
5,8,PEtEJZr,1,yes,2166.4
5,9,AdDblvk,1,yes,2581.6
5,10,kCRmcYUv,1,no,2934.4
5,11,LuaUvJQ,0,yes,1318.1
5,12,TCbDCcUN,1,yes,1975.8
5,13,LuaUDmh,1,yes,1829.9
5,14,AdDbYTOM,0,yes,2614.7
5,15,KMOclvk,1,no,3366.8
5,16,TCbDCPTl,0,no,1639.1
5,17,KMOcYTOM,0,yes,3783.4
5,18,hbkdDmh,0,no,2295.9
5,19,NaJbBCAd,1,yes,2838.3
5,20,EPMDkPTl,0,yes,1607.5
5,21,RKYkcYUv,1,yes,3159.6
5,22,uauOYTOM,1,no,1142.3
5,23,EPMDkcUN,1,no,2615.4
5,24,CYPctAY,0,yes,2231.7
5,25,LuNZcYUv,0,yes,3830.5
5,26,CYPcJZr,1,yes,2503.3
5,27,LuNZBCAd,1,yes,1670.9
5,28,hbkdvJQ,1,no,3575.1
5,29,bGuOlvk,0,yes,1959.5
5,30,PEtEtAY,0,no,1800.1
5,31,mZUrQPTl,1,yes,2566.9
5,32,lZcutAY,1,yes,2263.5
5,33,vclYDmh,1,yes,1910.4
5,34,kCRmBCAd,0,yes,2470.3
5,35,ZJLmrPTl,1,yes,1303.3
5,36,vclYvJQ,0,yes,2119.8
5,37,uauOlvk,0,yes,1638.3
5,38,mZUrQcUN,0,yes,1623.1
5,39,RKYkBCAd,0,yes,3089.6
5,40,OtlRDmh,0,no,2918.4
